769	ST	SRX1478087	leaf
770	ST	SRX1478113	leaf
771	ZM	SRX1676951	shoot
772	ZM	SRX2423170	root
773	OS	SRX1549396	unknown
774	ZM	SRX339795	root
775	ZM	SRX711041	ear
776	ZM	SRX711036	ear
777	ZM	SRX711131	leaf
778	SL	SRX3615332	root
779	ZM	SRX711146	leaf
780	OS	SRX2582229	unknown
781	ST	SRX1478114	leaf
782	ST	SRX1478080	leaf
783	ZM	SRX3187881	unknown
784	ZM	SRX711245	stem
785	ZM	SRX711232	stem
786	ZM	SRX710994	ear
787	SL	SRX1160123	ovary
788	SL	SRX2245690	root
789	ZM	SRX710899	ear
790	ZM	SRX2251419	leaf
791	ZM	SRX151747	tassel primordia
792	ZM	SRX711335	stem
793	ZM	SRX3187865	unknown
794	ZM	SRX711238	stem
795	OS	SRX200747	root
796	ZM	SRX1655617	endosperm
797	ZM	SRX1122408	seedling
798	SL	SRX2245674	root
799	ZM	SRX710907	ear
800	ZM	SRX339822	meristem
801	ZM	SRX710970	ear
802	ZM	SRX711004	ear
803	ZM	SRX711190	leaf
806	ZM	SRX3599904	unknown
807	ZM	SRX2035798	kernel
808	HV	SRX3056729	unknown
809	ST	SRX1478126	leaf
810	HV	SRX3056723	unknown
811	ZM	SRX711079	leaf
812	ZM	SRX711174	leaf
813	ZM	SRX711097	leaf
814	ZM	SRX711103	leaf
815	ST	SRX2737139	leaf
816	ZM	SRX2593628	embryos
817	OS	SRX480865	stem
818	OS	SRX1549404	unknown
819	ZM	SRX745308	unknown
820	SL	SRX2035825	anther
821	ZM	SRX710948	ear
822	ST	SRX1426093	stem
823	ZM	SRX711299	stem
824	ZM	SRX711200	stem
825	SL	SRX2578841	meristem
826	ZM	SRX711277	stem
827	ZM	SRX710942	ear
828	ZM	SRX339810	silks
829	ZM	SRX710935	ear
830	ZM	SRX711293	stem
831	ZM	SRX711307	stem
832	OS	SRX2458147	root
833	ZM	SRX1655625	endosperm
834	ST	SRX2737133	leaf
835	ZM	SRX1120749	stem
836	ZM	SRX2593622	embryos
837	ZM	SRX2593655	embryos
839	ZM	SRX2251421	leaf
840	ZM	SRX2251456	leaf
841	ZM	SRX745296	unknown
842	ZM	SRX745302	unknown
843	ZM	SRX827242	seedling
844	ZM	SRX2423169	root
845	ST	SRX1478107	leaf
846	ST	SRX1478093	leaf
847	ZM	SRX1676948	leaf
848	SL	SRX2563613	fruit
849	ZM	SRX539535	root
850	ZM	SRX539542	shoot
851	ZM	SRX339762	endosperm
